source_id;author;title;year;source_type;source_book;publication_place;publisher;pages;language;discipline;urn_cts;is_primary_text;has_translation;digital_source;notes;doi;pdf_path;has_pdf;txt_path;anchor_external
Unknown1995_Lesphenome;Unknown;Les phénomènes de fin d’archives en Mésopotamie;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Jursa2005_NeoBabylon;Jursa;Neo-Babylonian Legal and Administrative Documents;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Kessler1997_Dasspatalt;Kessler;Das spätaltbabylonische Tempelarchiv;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Koppen2003_ReviewofVS;Koppen;Review of VS 29;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lacambre1997_Lagestiond;Lacambre;La gestion du bronze;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lafont1984_Chapter3;Lafont;Chapter 3;1984;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lafont1985_Lesabumdur;Lafont;Le ṣâbum du roi de Mari;1985;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Marti2008_Florilegiu;Marti;Florilegium Marianum X;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Maul1997_ZwischenSp;Maul;Zwischen Sparmaßnahme und Revolte;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michel1996_Lecommerce;Michel;Le commerce dans les textes de Mari;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Alba2001_Lapopulati;Albà;La population du royaume de Mari... PhD;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Oppenheim1967_Lettersfro;Oppenheim;Letters from Mesopotamia;1967;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Parpola1986_Theroyalar;Parpola;The royal archives of Nineveh;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Parpola2001_TheHelsink;Parpola;The Helsinki Atlas of the Near East;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pedersen1998_Zudenaltba;Pedersén;Zu den altbabylonischen Archiven;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pedersen2005_Archiveund;Pedersén;Archive und Bibliotheken in Babylon;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Renger1977_Cooperatio;Renger;Cooperation internationale – Berlin;1977;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Richardson2002_EweShouldB;Richardson;Ewe Should Be So Lucky;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Roth1995_LawCollect;Roth;Law Collections from Mesopotamia and Asia Minor;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sasson1982_Accounting;Sasson;Accounting Discrepancies;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Schorr1913_Urkundende;Schorr;Urkunden des altbabylonischen Zivil- und Prozessrechts;1913;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Seri2005_LocalPower;Seri;Local Power in Old Babylonian Mesopotamia;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sigrist1990_OldBabylon;Sigrist;Old Babylonian Account Texts;1990;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sigrist2003_OldBabylon;Sigrist;Old Babylonian Account Texts;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sigrist1996_Catalogueo;Sigrist;Catalogue of the Babylonian Tablets in the British Museum II;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sigrist2006_Catalogueo;Sigrist;Catalogue of the Babylonian Tablets in the British Museum III;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Skaist1994_TheOldBaby;Skaist;The Old Babylonian Loan Contract;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Stol1973_ReviewofYO;Stol;Review of YOS 13;1973;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Stone2002_TheUrIIIOl;Stone;The Ur III–Old Babylonian Transition;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Suurmeijer2006_LoansandEd;Suurmeijer;Loans and Edicts;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret2008_FindtheTab;Tanret;Find the Tablet-box;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret0_Forthcomin;Tanret;Forthcoming;0000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Unknown2008_ChagarBaza;Unknown;Chagar Bazar III;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Mieroop2002_CreditasaF;Mieroop;Credit as a Facilitator of Exchange;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lerberghe2003_Privateand;Lerberghe;Private and Public;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lerberghe1991_OnQuasiHul;Lerberghe;On ‘Quasi-Hüllentafeln.’;1991;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Unknown1986_CuneiformA;Unknown;Cuneiform Archives and Libraries;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Villard1986_UnroideMar;Villard;Un roi de Mari à Ugarit;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Villard1992_Ledeplacem;Villard;Le déplacement des trésors royaux;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wilcke1970_ReviewofOp;Wilcke;Review of Oppenheim 1967;1970;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ziegler1999_Florilegiu;Ziegler;Florilegium Marianum IV;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ziegler2001_Gestionetc;Ziegler;Gestion et contrôle;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Alster1987_LaharandAs;Alster;Lahar and Ashnan: Presentation and Analysis of a Sumerian Disputation;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Brusasco1999_FamilyArch;Brusasco;Family Archives and the Social Use of Space in Old Babylonian Houses at Ur;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cavigneaux1996_UrukAltbab;Cavigneaux;Uruk: Altbabylonische Texte aus dem Planquadrat Pe XVI-4/5. Ausgrabungen in Uruk-Warka, Endberichte 23;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Charpin1986_LeclergedU;Charpin;Le clergé d’Ur au siècle d’Hammurabi (XIXe–XVIIIe siècles av;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1969_OldBabylon;Civil;Old Babylonian Proto-Lu: Types of Sources;1969;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1979_Materialsf;Civil;Materials for the Sumerian Lexicon;1979;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1994_TheFarmers;Civil;The Farmer’s Instructions: A Sumerian Agricultural Manual;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cooper1983_TheCurseof;Cooper;The Curse of Agade;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Delnero2006_Variationi;Delnero;Variation in Sumerian Literary Compositions: A Case Study Based on the Decad;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Falkenstein1953_Diebabylon;Falkenstein;Die babylonische Schule;1953;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Falkenstein1959_Sumerische;Falkenstein;Sumerische Götterlieder;1959;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gesche2000_Schulunter;Gesche;Schulunterricht in Babylonien im ersten Jahrtausend v;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hallo1968_TheExaltat;Hallo;The Exaltation of Inana;1968;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Heimpel1981_TheNanseHy;Heimpel;The Nanse Hymn;1981;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Klein1981_ThreeShulg;Klein;Three Shulgi Hymns: Sumerian Royal Hymns Glorifying King Shulgi of Ur;1981;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Kramer1951_TheSumeria;Kramer;The Sumerian School: A Pre-Greek System of Education;1951;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michalowski1989_TheLamenta;Michalowski;The Lamentation over the Destruction of Sumer and Ur;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Robson1999_Mesopotami;Robson;Mesopotamian Mathematics, 2100–1600 BC: Technical Constants in Bureaucracy and Education;1999;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Robson2002_MorethanMe;Robson;More than Metrology: Mathematical Education in an Old Babylonian Scribal School;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sjoberg1975_TheOldBaby;Sjöberg;The Old Babylonian Edubba;1975;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tanret2002_Perasperaa;Tanret;Per aspera ad astra: L’apprentissage du cunéiforme à Sippar-Amnānum pendant la période paléo-babylonienne tardive;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tinney1996_TheNippurL;Tinney;The Nippur Lament: Royal Rhetoric and Divine Legitimation in the Reign of Išme-Dagan of Isin (1953–1935 B.C;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Archi1982_Hethitisch;Archi;Hethitische Mantik und ihre Beziehungen zur mesopotamischen Mantik”;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Archi2007_Transmissi;Archi;Transmission of Recitative Literature by the Hittites”;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Arnaud1985_Textessume;Arnaud;Textes sumériens et accadiens, Recherches au pays d’Aštata EMAR VI.1–3;1985;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Arnaud1987_Textesdela;Arnaud;Textes de la bibliothèque: transcriptions et traductions;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Arnaud1996_Leditionou;Arnaud;L’édition ougaritaine de la série astrologique « Éclipses du dieu-Soleil »”;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Arnaud2007_Corpusdest;Arnaud;Corpus des textes de bibliothèque de Ras Shamra-Ougarit en sumérien, babylonien et assyrien;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Beckman2001_SargonandN;Beckman;Sargon and Naram-Sin in Hatti: Reflections of Mesopotamian Antiquity among the Hittites”;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Beckman2003_Gilgameshi;Beckman;Gilgamesh in Hatti”;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen2007_AkkadianOm;Cohen;Akkadian Omens from Hattuša and Emar: The šumma immeru and šumma ālu Omens”;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cunningham2007_ACatalogue;Cunningham;A Catalogue of Sumerian”;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George2003_TheBabylon;George;The Babylonian Gilgamesh Epic;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Fleming2000_TimeatEmar;Fleming;Time at Emar. The Cultic Calendar and the Rituals from the Diviner’s House;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Klinger1998_Werlehrted;Klinger;‘Wer lehrte die Hethiter das Schreiben?’ Zur Paläographie früher Texte in akkadischer Sprache aus Boğazköy”;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Klinger2003_ZurPalaogr;Klinger;Zur Paläographie akkadischsprachiger Texte aus Hattuša”;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Klinger2005_Diehethiti;Klinger;Die hethitische Rezeption mesopotamischer Literatur und die Überlieferung des Gilgameš-Epos in Hattuša”;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Kraus1964_Briefschre;Kraus;Briefschreibübungen im altbabylonischen Schulunterricht”;1964;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lorenz2010_Uberlegung;Lorenz;Überlegungen zur Verwendung mythologischer Texte bei den Hethitern”;2010;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Riemschneider2004_Dieakkadis;Riemschneider;Die akkadischen und hethitischen Omentexte aus Boğazköy, Dresdner Beiträge zur Hethitologie 12;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Torri2008_TheScribes;Torri;The Scribes of the House on the Slope”;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hout2002_AnotherVie;Hout;Another View of Hittite Literature”;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hout2005_OntheNatur;Hout;On the Nature of the Tablet Collections of Hattuša”;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hout2006_Institutio;Hout;Institutions, Vernaculars, Publics: The Case of Second-Millennium Anatolia”;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hout2009_Reflection;Hout;Reflections on the Origins and Development of the Hittite Tablet Collections in Hattuša”;2009;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hout2009_ACenturyof;Hout;A Century of Hittite Text Dating and the Origins of the Hittite Cuneiform Script”;2009;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Soldt1995_TheAkkadia;Soldt;The Akkadian of Ugarit: Lexicographical Aspects”;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Vanstiphout1995_OntheOldBa;Vanstiphout;On the Old Babylonian Eduba Curriculum”;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Yamada2006_TheHittite;Yamada;The Hittite Administration in Emar: The Aspect of Direct Control”;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Waetzold1989_DerSchreib;Waetzold;Der Schreiber als Lehrer in Mesopotamien”;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wilhelm1992_ZurBabylon;Wilhelm;Zur Babylonisch-Assyrischen Schultradition in Hattuša”;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Annus2002_TheGodNinu;Annus;The God Ninurta in the Mythology and Royal Ideology of Ancient Mesopotamia;2002;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Borger1956_DieInschri;Borger;Die Inschriften Asarhaddons, Königs von Assyrien;1956;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Borger1969_Bemerkunge;Borger;Bemerkungen zu den akkadischen Kolophonen;1969;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Brinkman1986_Documentar;Brinkman;Documentary evidence for the economic base of early Neo-Babylonian society: A survey of dated Babylonian economic texts, 721–626 B.C;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Dijk1989_Einspatalt;Dijk;Ein spätaltbabylonischer Katalog einer Sammlung sumerischer Briefe;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ebeling1949_Neubabylon;Ebeling;Neubabylonische Briefe. Abhandlungen der Bayerischen Akademie der Wissenschaften;1949;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Frahm0_InpressHea;Frahm;In press. Headhunter, Bücherdiebe und wandernde Gelehrte: Anmerkungen zum altorientalischen Wissenstransfer im ersten Jahrtausend v;0000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George1986_Sennacheri;George;Sennacherib and the Tablet of Destinies;1986;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George1997_Assyriaand;George;Assyria and the western world;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Howard1955_Technicald;Howard;Technical description of the ivory writing-boards from Nimrud;1955;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Hunger1968_Babylonisc;Hunger;Babylonische und assyrische Kolophone;1968;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lambert1957_Ancestorsa;Lambert;Ancestors, authors and canonicity;1957;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lambert1976_ALateAssyr;Lambert;A Late Assyrian catalogue of literary and scholarly texts;1976;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lambert1989_ThelawsofH;Lambert;The laws of Hammurabi in the first millennium;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lambert1992_Addendaetc;Lambert;Addenda et corrigenda to Catalogue of the Cuneiform Tablets of the Kouyunjik Collection;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lieberman1990_Canonicala;Lieberman;Canonical and official cuneiform texts: Towards an understanding of Assurbanipal's personal tablet collection;1990;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Mallowan1954_Theexcavat;Mallowan;The excavations at Nimrud (Kalhu;1954;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Maxwell-Hyslop1983_Dalbergias;Maxwell-Hyslop;Dalbergia sissoo Roxburgh;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Mayer1992_EinHymnusa;Mayer;Ein Hymnus auf Ninurta als Helfer in der Not;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Nemet-Nejat2000_Anadminist;Nemet-Nejat;An administrative text about writing boards (557 B.C.E;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Neugebauer1955_Astronomic;Neugebauer;Astronomical Cuneiform Tablets;1955;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Parpola1972_AletterofS;Parpola;A letter of Šamaš-šumu-ukīn to Esarhaddon;1972;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Parpola1983_Assyrianli;Parpola;Assyrian library records;1983;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Postgate1992_Treesandti;Postgate;Trees and timber in the Assyrian texts;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Schaudig2001_DieInschri;Schaudig;Die Inschriften Nabonids von Babylon und Kyros’ des Großen;2001;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Streck1995_ZahlundZei;Streck;Zahl und Zeit;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Tallqvist1938_Akkadische;Tallqvist;Akkadische Götterepitheta;1938;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Villard1997_Leducation;Villard;L’éducation d’Assurbanipal;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Villard1998_KisirAssur;Villard;Kisir-Aššur et la bibliothèque de Ninive. Nouvelles assyriologiques brèves et utilitaires;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Warnock1991_Thewoodoft;Warnock;The wood of the Uluburun diptych;1991;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Weidner1941_Dieastrolo;Weidner;Die astrologische Serie Enūma Anu Enlil;1941;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wiseman1955_Assyrianwr;Wiseman;Assyrian writing-boards;1955;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Woodington1982_AGrammarof;Woodington;A Grammar of the Neo-Babylonian Letters of the Kuyunjik Collection;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wunsch2000_DasEgibiAr;Wunsch;Das Egibi-Archiv;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wunsch2003_Urkundenzu;Wunsch;Urkunden zum Ehe-, Vermögens- und Erbrecht aus verschiedenen neubabylonischen Archiven;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Attinger1993_Elementsde;Attinger;Éléments de linguistique sumérienne: La construction de du /e/di « dire »;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Attinger2005_AproposdeA;Attinger;À propos de AK « faire »;2005;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1964_AHymntothe;Civil;A Hymn to the Beer Goddess and a Drinking Song;1964;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1987_FeedingDum;Civil;Feeding Dumuzi’s Sheep: The Lexicon as a Source of Literary Inspiration;1987;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil1998_BilingualT;Civil;Bilingual Teaching;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Civil2006_TheSongoft;Civil;The Song of the Millstone;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Delnero2010_SumerianLi;Delnero;Sumerian Literary Catalogs and the Scribal Curriculum;2010;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
George1993_NinurtaPaq;George;Ninurta-Pāqidāt’s Dog Bite, and Notes on Other Comic Tales;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Gibson1998_NippurBArc;Gibson;Nippur, B. Archäologisch;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Jagersma2010_ADescripti;Jagersma;A Descriptive Grammar of Sumerian;2010;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Kleinerman2011_Educationi;Kleinerman;Education in Early 2nd Millennium BC Babylonia;2011;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Krebernik1998_Ninlil;Krebernik;Ninlil;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michalowski1998_Literature;Michalowski;Literature as a Source of Lexical Inspiration;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Michalowski1998_Nisaba;Michalowski;Nisaba;1998;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Rubio2004_EarlySumer;Rubio;Early Sumerian Literature: Enumerating the Whole;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sallaberger1993_Derkultisc;Sallaberger;Der kultische Kalender der Ur III-Zeit;1993;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sjoberg1972_ACommemora;Sjöberg;A Commemorative Inscription of King Šūsîn;1972;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Sladek1974_InannasDes;Sladek;Inanna’s Descent to the Netherworld;1974;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Snell1982_Ledgersand;Snell;Ledgers and Prices: Early Mesopotamian Merchant Accounts;1982;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Steinkeller1989_SaleDocume;Steinkeller;Sale Documents of the Ur III Period;1989;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Stol1979_OnTreesMou;Stol;On Trees, Mountains, and Millstones in the Ancient Near East;1979;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Vanstiphout1997_SchoolDial;Vanstiphout;School Dialogues;1997;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Volk1995_InannaundS;Volk;Inanna und Šukaletuda;1995;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Wilcke1969_DasLugalba;Wilcke;Das Lugalbandaepos;1969;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Arnaud2003_Prolegomen;Arnaud;Prolégomènes à la rédaction d’une histoire d’Ougarit III. Ougarit et Tukulti-Ninurta;2003;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Beckman1996_HittiteDip;Beckman;Hittite Diplomatic Texts;1996;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bell2012_TheMerchan;Bell;The Merchants of Ugarit: Oligarchs of the Late Bronze Age Trade in Metals?;2012;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Bhabha2006_TheLocatio;Bhabha;The Location of Culture;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Castle1992_Shippingan;Castle;Shipping and Trade in Ramesside Egypt;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen2004_KidinGulaT;Cohen;Kidin-Gula: The Foreign Teacher at the Emar Scribal School;2004;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen2013_Wisdomfrom;Cohen;Wisdom from the Late Bronze Age;2013;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen2017_AnAssyrian;Cohen;An Assyrian Teacher at Ugarit? A New Reading of the Colophon of Šima Milka;2017;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Cohen2006_ALateSynch;Cohen;A Late Synchronism between Ugarit and Emar;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Courtois1990_Yabninuetl;Courtois;Yabninu et le palais sud d’Ougarit;1990;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Delnero2015_Introducti;Delnero;Introduction: Reassembling the Social from Texts and Contexts;2015;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Fenollos1994_Elcomercio;Fenollós;El comercio del estaño en el Próximo Oriente Antiguo;1994;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Freu2006_Histoirepo;Freu;Histoire politique du royaume d’Ugarit;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Kessler2014_NeueTontaf;Kessler;Neue Tontafelfunde aus dem mitannizeitlichen Taidu – Ein Vorbericht;2014;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lackenbacher1991_Lettresetf;Lackenbacher;Lettres et fragments;1991;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Lion2015_Remarquess;Lion;Remarques sur les tablettes scolaires de Nuzi;2015;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Liverani1990_Relaciones;Liverani;Relaciones internacionales en el Próximo Oriente antiguo, 1600–1100 a.C;1990;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Liverani2017_AssiriaLap;Liverani;Assiria: La preistoria dell’imperialismo;2017;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Malbran-Labat2007_UrtenuUrTe;Malbran-Labat;Urtenu – Ur Teššub;2007;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Rowe2006_TheRoyalDe;Rowe;The Royal Deeds of Ugarit;2006;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Matoian2013_Lamaisondi;Matoïan;La maison dite ‘de Rashap’abu’;2013;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
McGeough2015_WhatIsNoti;McGeough;‘What Is Not in My House You Must Give Me.’;2015;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Mountfort2009_ScalesofFa;Mountfort;Scales of Fate;2009;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Moran1992_TheAmarnaL;Moran;The Amarna Letters;1992;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Niedorf2008_Diemittelb;Niedorf;Die mittelbabylonischen Rechtsurkunden aus Alalah;2008;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pongratz-Leisten2015_Religionan;Pongratz-Leisten;Religion and Ideology in Assyria;2015;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Pruzsinszky2015_EmarsRolei;Pruzsinszky;Emar’s Role in Transregional Trade;2015;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Ragioneri2000_TheAmarnaA;Ragioneri;The Amarna Age;2000;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
Roche-Hawley2013_ScribesHou;Roche-Hawley;Scribes, Houses and Neighbourhoods at Ugarit;2013;;;;;;;;;No;No;;auto-extracted from references;;;FALSE;;external
